# time 'damage' 'apurinic' 'uracil' 'correct' 'UDG_sliding'
 6.157487E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 6.000000E-01
 6.161683E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 6.000000E-01
 6.251127E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 6.000000E-01
 6.627309E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 6.000000E-01
 6.647822E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 6.000000E-01
 6.657305E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 6.000000E-01
 6.671942E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 6.717530E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 6.725073E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 6.786818E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 6.951228E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 6.977418E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.055278E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.056895E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.155292E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.291842E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.338521E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.409280E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.554079E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.644929E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.717212E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.788622E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 7.886195E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.013697E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.245129E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.268028E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.362570E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.576455E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.582731E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.617986E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.620755E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.674037E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.701478E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.840490E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.856646E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.863354E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.981855E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 8.984824E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.083798E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.258881E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.345553E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.515045E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.618083E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.670682E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.735459E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.783790E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.862590E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.867799E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.874060E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 9.986709E-02 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.007397E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.008834E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.011251E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.014565E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.026101E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.027555E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.035880E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.047072E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.065914E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.067653E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.069816E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.074013E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.085858E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.132315E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.147792E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.152275E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.152293E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.164770E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.166413E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.168778E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.186807E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.187389E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.193872E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.196543E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.198158E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.206836E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.211368E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.220619E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.229218E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.248370E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.257226E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.261946E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.262906E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.270211E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.288908E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.293683E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.296160E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.297777E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.298803E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.304656E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.306299E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.313888E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.317751E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.320754E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.331942E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.338722E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.339587E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.340189E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.353839E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.373611E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.375369E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.377785E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.389943E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.396778E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.409515E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.418231E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.422596E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.425750E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.427224E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.432918E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.452254E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.453802E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.465247E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.466031E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.469922E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.472447E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.488565E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.492946E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.499236E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.505510E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.515982E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.518022E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.537138E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.543787E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.553217E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.555502E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.563901E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.579367E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.580308E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.592780E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.593335E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.601309E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.605145E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.611997E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.619449E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.625673E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.639967E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.648323E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.654882E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.656957E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.663343E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.664613E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.665210E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.667386E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.675159E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.675624E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.677939E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.680436E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.701011E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.706092E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.707893E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.713357E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.750937E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.760174E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.777204E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.779692E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.782197E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.799823E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.801002E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.802547E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.828087E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.828696E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.829851E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.832046E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.832935E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.843415E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.859192E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.872705E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.885796E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.888898E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.895908E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.903524E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.910363E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.913571E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.917220E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 7.000000E-01
 1.935190E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 1.961775E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 1.967260E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 1.967407E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 1.969064E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 1.970919E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 1.992364E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.006122E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.016543E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.019952E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.024708E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.028365E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.033650E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.045610E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.054808E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.062241E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.062357E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.071554E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.073954E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.077838E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.080138E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.082147E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.092876E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.098171E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.102347E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.116878E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.118849E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.135762E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.138914E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.141895E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.157752E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.169469E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.171627E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.174159E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.175425E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.179021E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.179673E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.179953E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.183229E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.189128E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.194087E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.194422E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.208089E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.211782E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.212148E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.217583E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.223210E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.225076E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
 2.226627E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 8.000000E-01
