#id	E	T		depth	size	
0	33	3.493107E-01	4	7	
0	62	5.686762E-01	4	7	
0	63	5.793879E-01	4	7	
0	70	6.172407E-01	4	7	
0	71	6.205154E-01	4	7	
0	103	8.241945E-01	4	7	
0	104	8.334021E-01	4	7	
0	110	8.730640E-01	4	7	
0	129	9.759224E-01	4	7	
0	130	9.776669E-01	4	7	
0	151	1.091517E+00	4	7	
0	159	1.135807E+00	4	7	
0	160	1.143610E+00	4	7	
0	168	1.186130E+00	4	7	
0	174	1.209799E+00	4	7	
0	182	1.253663E+00	4	7	
0	190	1.301825E+00	4	7	
0	191	1.310737E+00	4	7	
0	192	1.310890E+00	4	7	
0	195	1.330377E+00	4	7	
0	197	1.335653E+00	4	7	
0	225	1.420123E+00	4	7	
0	226	1.421633E+00	4	7	
0	227	1.426179E+00	4	7	
0	231	1.451976E+00	4	7	
0	232	1.456482E+00	4	7	
0	233	1.459836E+00	4	7	
0	237	1.469221E+00	4	7	
0	239	1.472731E+00	4	7	
0	240	1.485455E+00	4	7	
0	241	1.487906E+00	4	7	
0	249	1.515865E+00	4	7	
0	260	1.569082E+00	4	7	
0	262	1.591221E+00	4	7	
0	264	1.603711E+00	4	7	
0	270	1.632803E+00	4	7	
0	279	1.659549E+00	4	7	
0	280	1.660884E+00	4	7	
0	288	1.669497E+00	4	7	
0	290	1.672587E+00	4	7	
0	296	1.696445E+00	4	7	
0	300	1.723874E+00	4	7	
0	304	1.733245E+00	4	7	
0	311	1.771283E+00	4	7	
0	315	1.793112E+00	4	7	
0	319	1.810457E+00	4	7	
0	329	1.872962E+00	4	7	
0	330	1.873874E+00	4	7	
0	331	1.878392E+00	4	7	
0	332	1.879513E+00	4	7	
0	333	1.882976E+00	4	7	
0	335	1.897637E+00	4	7	
0	341	1.930274E+00	4	7	
0	342	1.930559E+00	4	7	
0	343	1.930834E+00	4	7	
0	345	1.943444E+00	4	7	
0	351	1.965685E+00	4	7	
0	352	1.967618E+00	4	7	
0	354	1.978680E+00	4	7	
0	361	1.998453E+00	4	7	
0	363	2.006296E+00	4	7	
0	364	2.006346E+00	4	7	
0	372	2.028693E+00	4	7	
0	377	2.034361E+00	4	7	
0	380	2.041992E+00	4	7	
0	382	2.044880E+00	4	7	
0	392	2.091414E+00	4	7	
0	395	2.099248E+00	4	7	
0	406	2.141425E+00	4	7	
0	408	2.146078E+00	4	7	
0	411	2.158267E+00	4	7	
0	413	2.173428E+00	4	7	
0	414	2.173725E+00	4	7	
0	417	2.185389E+00	4	7	
0	421	2.204565E+00	4	7	
0	428	2.243581E+00	4	7	
0	429	2.243737E+00	4	7	
0	431	2.246831E+00	4	7	
0	433	2.256455E+00	4	7	
0	434	2.258664E+00	4	7	
0	436	2.259957E+00	4	7	
0	437	2.260494E+00	4	7	
0	442	2.279905E+00	4	7	
0	445	2.301614E+00	4	7	
0	452	2.322586E+00	4	7	
0	456	2.338485E+00	4	7	
0	463	2.363140E+00	4	7	
0	468	2.379519E+00	4	7	
0	471	2.390644E+00	4	7	
0	473	2.404895E+00	4	7	
0	478	2.411732E+00	4	7	
0	479	2.412185E+00	4	7	
0	485	2.425282E+00	4	7	
0	490	2.448314E+00	4	7	
0	491	2.449343E+00	4	7	
0	496	2.478274E+00	4	7	
0	497	2.479549E+00	4	7	
0	502	2.495816E+00	4	7	
0	505	2.504879E+00	4	7	
0	514	2.540712E+00	4	7	
0	517	2.543359E+00	4	7	
0	518	2.543973E+00	4	7	
0	520	2.545576E+00	4	7	
0	521	2.549319E+00	4	7	
0	523	2.553525E+00	4	7	
0	524	2.560843E+00	4	7	
0	525	2.563676E+00	4	7	
0	529	2.572821E+00	4	7	
0	532	2.585539E+00	4	7	
0	538	2.594500E+00	4	7	
0	539	2.595175E+00	4	7	
0	543	2.624813E+00	4	7	
0	544	2.625101E+00	4	7	
0	550	2.640428E+00	4	7	
0	552	2.650125E+00	4	7	
0	553	2.650688E+00	4	7	
0	554	2.652850E+00	4	7	
0	555	2.653023E+00	4	7	
0	560	2.663247E+00	4	7	
0	563	2.682678E+00	4	7	
0	567	2.691162E+00	4	7	
0	569	2.710636E+00	4	7	
0	573	2.724182E+00	4	7	
0	574	2.732271E+00	4	7	
0	577	2.743346E+00	4	7	
0	581	2.763905E+00	4	7	
0	593	2.815808E+00	4	7	
0	595	2.820580E+00	4	7	
0	599	2.828956E+00	4	7	
0	603	2.837161E+00	4	7	
0	609	2.863489E+00	4	7	
0	610	2.865993E+00	4	7	
0	611	2.866965E+00	4	7	
0	615	2.879736E+00	4	7	
0	617	2.889789E+00	4	7	
0	620	2.895257E+00	4	7	
0	621	2.897171E+00	4	7	
0	622	2.898780E+00	4	7	
0	624	2.900595E+00	4	7	
0	626	2.905596E+00	4	7	
0	630	2.921033E+00	4	7	
0	637	2.934839E+00	4	7	
0	640	2.949619E+00	4	7	
0	647	2.965171E+00	4	7	
